,,1,2,3,4,5,6,7,
-,RCKT,RCKT US Equity,ROCKET PHARMACEU,"1,514,347,776",0,,Health Care,"Pharmaceuticals, Biotechnology & Life Sciences",
-,BLUE,BLUE US Equity,BLUEBIRD BIO INC,"4,091,254,784","239,660,000",-13.04,Health Care,"Pharmaceuticals, Biotechnology & Life Sciences",
SWKS,SWKS,SWKS US Equity,SKYWORKS SOLUTIO,"24,647,845,888","3,226,399,936",20.02,Information Technology,Semiconductors & Semiconductor Equipment,
-,GKOS,GKOS US Equity,GLAUKOS CORP,"1,893,769,472","211,252,000",-149.56,Health Care,Health Care Equipment & Services,
-,VECO,VECO US Equity,VEECO INSTRUMENT,"696,651,904","425,295,000",0.41,Information Technology,Semiconductors & Semiconductor Equipment,
-,SXC,SXC US Equity,SUNCOKE ENERGY I,"288,032,896","1,522,200,000",7.37,Materials,Materials,
-,AGRX,AGRX US Equity,AGILE THERAPEUTI,"209,950,736",0,,Health Care,"Pharmaceuticals, Biotechnology & Life Sciences",
-,CNST,CNST US Equity,CONSTELLATION PH,"1,116,250,752",0,,Health Care,"Pharmaceuticals, Biotechnology & Life Sciences",
-,OPRT,OPRT US Equity,OPORTUN FINANCIA,"392,065,504",,-22.35,Financials,Diversified Financials,
-,SWM,SWM US Equity,SCHWEITZER-MAUDU,"1,075,433,344","1,010,600,000",13.53,Materials,Materials,
-,LOVE,LOVE US Equity,LOVESAC CO/THE,"444,628,896","233,377,376",-6.77,Consumer Discretionary,Consumer Durables & Apparel,
-,AGIO,AGIO US Equity,AGIOS PHARMACEUT,"2,785,136,384","185,909,000",-241.51,Health Care,"Pharmaceuticals, Biotechnology & Life Sciences",
-,SXT,SXT US Equity,SENSIENT TECHNOL,"2,356,751,872","1,310,001,952",13.04,Materials,Materials,
-,ELMD,ELMD US Equity,ELECTROMED INC,"148,720,752","34,196,939",10.44,Health Care,Health Care Equipment & Services,
-,SYF,SYF US Equity,SYNCHRONY FINANC,"14,442,098,688","18,183,999,744",1.69,Financials,Diversified Financials,
-,CASA,CASA US Equity,CASA SYSTEMS INC,"453,084,768","361,682,000",1.60,Information Technology,Technology Hardware & Equipment,
-,SYK,SYK US Equity,STRYKER CORP,"71,432,716,288","14,070,000,128",-0.72,Health Care,Health Care Equipment & Services,
-,CATB,CATB US Equity,CATABASIS PHARMA,"128,795,192",0,,Health Care,"Pharmaceuticals, Biotechnology & Life Sciences",
-,SYKE,SYKE US Equity,SYKES ENTERPRISE,"1,376,292,864","1,650,830,016",6.53,Information Technology,Software & Services,
-,GRPN,GRPN US Equity,GROUPON INC,"681,259,200","1,877,724,064",-18.23,Consumer Discretionary,Retailing,
-,FPRX,FPRX US Equity,FIVE PRIME THERA,"175,447,760","18,032,000",-500.70,Health Care,"Pharmaceuticals, Biotechnology & Life Sciences",
-,HEAR,HEAR US Equity,TURTLE BEACH COR,"240,667,568","263,174,000",12.50,Consumer Discretionary,Consumer Durables & Apparel,
-,FATE,FATE US Equity,FATE THERAPEUTIC,"2,962,249,728","13,211,000",-525.29,Health Care,"Pharmaceuticals, Biotechnology & Life Sciences",
-,FLXN,FLXN US Equity,FLEXION THERAPEU,"614,257,920","81,018,000",-176.47,Health Care,"Pharmaceuticals, Biotechnology & Life Sciences",
-,SGH,SGH US Equity,SMART GLOBAL HOL,"682,259,008","1,103,746,976",3.58,Information Technology,Semiconductors & Semiconductor Equipment,
-,SYNA,SYNA US Equity,SYNAPTICS INC,"2,927,706,368","1,333,900,000",4.39,Information Technology,Semiconductors & Semiconductor Equipment,
-,PHAS,PHAS US Equity,PHASEBIO PHARMAC,"119,719,000","1,325,000",-4465.00,Health Care,"Pharmaceuticals, Biotechnology & Life Sciences",
-,GNMK,GNMK US Equity,GENMARK DIAGNOST,"1,104,448,384","126,942,000",-6.72,Health Care,Health Care Equipment & Services,
-,SYNH,SYNH US Equity,SYNEOS HEALTH IN,"6,665,869,312","4,566,735,936",3.45,Health Care,"Pharmaceuticals, Biotechnology & Life Sciences",
SYY,SYY,SYY US Equity,SYSCO CORP,"30,304,792,576","52,893,310,976",-6.00,Consumer Staples,Food & Staples Retailing,
-,EXPR,EXPR US Equity,EXPRESS INC,"76,706,416","1,778,198,016",-69.09,Consumer Discretionary,Retailing,
-,PLOW,PLOW US Equity,DOUGLAS DYNAMICS,"919,784,064","490,399,992",-93.63,Industrials,Capital Goods,
-,AWH,AWH US Equity,ASPIRA WOMEN'S H,"406,065,792","4,955,000",-311.48,Health Care,Health Care Equipment & Services,
-,RYI,RYI US Equity,RYERSON HOLDING,"264,915,904","3,848,000,064",-1.37,Materials,Materials,
-,CRMD,CRMD US Equity,CORMEDIX INC,"123,704,832","174,806",-54251.71,Health Care,"Pharmaceuticals, Biotechnology & Life Sciences",
T,T,T US Equity,AT&T INC,"215,032,496,128","175,138,000,896",8.63,Communication Services,Telecommunication Services,
-,AVEO,AVEO US Equity,AVEO PHARMACEUTI,"113,556,584","28,014,000",-1366.58,Health Care,"Pharmaceuticals, Biotechnology & Life Sciences",
-,TAP,TAP US Equity,MOLSON COORS-B,"8,520,631,808","9,934,000,000",18.30,Consumer Staples,"Food, Beverage & Tobacco",
-,SPSC,SPSC US Equity,SPS COMMERCE INC,"2,728,759,296","293,426,000",14.70,Information Technology,Software & Services,
-,CALX,CALX US Equity,CALIX INC,"1,269,432,320","455,381,000",-2.80,Information Technology,Technology Hardware & Equipment,
-,ICHR,ICHR US Equity,ICHOR HOLDINGS L,"679,535,744","785,403,008",4.20,Information Technology,Semiconductors & Semiconductor Equipment,
TDC,TDC,TDC US Equity,TERADATA CORP,"2,641,070,080","1,844,000,000",1.75,Information Technology,Software & Services,
-,TDG,TDG US Equity,TRANSDIGM GROUP,"27,021,287,424","5,471,319,936",27.98,Industrials,Capital Goods,
-,VPG,VPG US Equity,VISHAY PRECI,"360,696,416","263,405,000",6.71,Information Technology,Technology Hardware & Equipment,
-,TDOC,TDOC US Equity,TELADOC HEALTH I,"15,034,574,848","716,286,992",-2.98,Health Care,Health Care Equipment & Services,
-,ORGS,ORGS US Equity,ORGENESIS INC,"126,822,256","21,825,000",-358.52,Health Care,"Pharmaceuticals, Biotechnology & Life Sciences",
-,TDS,TDS US Equity,TELEPHONE & DATA,"2,668,804,608","5,180,999,936",6.18,Communication Services,Telecommunication Services,
-,KRA,KRA US Equity,KRATON CORP,"500,565,344","1,635,692,992",3.61,Materials,Materials,
-,TDY,TDY US Equity,TELEDYNE TECH,"12,211,007,488","3,164,299,968",14.77,Industrials,Capital Goods,
-,MGNI,MGNI US Equity,MAGNITE INC,"786,640,576","164,771,000",-29.56,Consumer Discretionary,Retailing,
-,TEAM,TEAM US Equity,ATLASSIAN CORP-A,"39,757,090,816","1,614,173,024",-0.76,Information Technology,Software & Services,
-,TECH,TECH US Equity,BIO-TECHNE CORP,"10,068,705,280","738,691,008",22.36,Health Care,"Pharmaceuticals, Biotechnology & Life Sciences",
TER,TER,TER US Equity,TERADYNE INC,"14,884,798,464","2,779,704,000",25.99,Information Technology,Semiconductors & Semiconductor Equipment,
-,MSGN,MSGN US Equity,MSG NETWORKS- A,"602,266,944","685,796,992",54.61,Communication Services,Media & Entertainment,
-,WMC,WMC US Equity,WESTERN ASSET MO,"139,869,216","-167,899,992",,Financials,Diversified Financials,
-,TEX,TEX US Equity,TEREX CORP,"1,450,449,024","3,433,699,968",1.07,Industrials,Capital Goods,
-,EFC,EFC US Equity,ELLINGTON FINANC,"544,161,088","78,532,000",,Financials,Diversified Financials,
-,ARI,ARI US Equity,APOLLO COMMERCIA,"1,395,397,376","402,817,992",110.76,Financials,Diversified Financials,
-,TFX,TFX US Equity,TELEFLEX INC,"17,490,493,440","2,526,946,944",6.84,Health Care,Health Care Equipment & Services,
-,TGNA,TGNA US Equity,TEGNA INC,"2,673,441,792","2,507,628,032",13.00,Communication Services,Media & Entertainment,
TGT,TGT,TGT US Equity,TARGET CORP,"67,302,084,608","80,100,001,792",2.39,Consumer Discretionary,Retailing,
-,COLL,COLL US Equity,COLLEGIUM PHARMA,"630,093,120","301,714,000",21.20,Health Care,"Pharmaceuticals, Biotechnology & Life Sciences",
-,THC,THC US Equity,TENET HEALTHCARE,"3,087,904,256","17,542,000,128",-1.95,Health Care,Health Care Equipment & Services,
-,THG,THG US Equity,HANOVER INSURANC,"4,007,389,440","4,753,100,096",12.46,Financials,Insurance,
-,THO,THO US Equity,THOR INDUSTRIES,"5,839,476,224","8,155,276,032",3.18,Consumer Discretionary,Automobiles & Components,
-,THRM,THRM US Equity,GENTHERM INC,"1,456,406,912","835,110,976",-7.27,Consumer Discretionary,Automobiles & Components,
-,TWO,TWO US Equity,TWO HARBORS INVE,"1,505,387,264","-698,600,056",-7504.03,Financials,Diversified Financials,
-,THS,THS US Equity,TREEHOUSE FOODS,"2,446,426,624","4,323,600,000",2.43,Consumer Staples,"Food, Beverage & Tobacco",
-,TIF,TIF US Equity,TIFFANY & CO,"15,168,333,824","3,976,399,936",-18.97,Consumer Discretionary,Retailing,
TJX,TJX,TJX US Equity,TJX COS INC,"69,153,447,936","36,848,280,064",-29.93,Consumer Discretionary,Retailing,
-,WKHS,WKHS US Equity,WORKHORSE GROUP,"1,620,129,152","183,114",-7597.29,Consumer Discretionary,Automobiles & Components,
-,PI,PI US Equity,IMPINJ INC,"588,523,904","155,862,000",-7.10,Information Technology,Semiconductors & Semiconductor Equipment,
-,EROS,EROS US Equity,EROS INTERNATION,"540,364,608","155,452,000",17.45,Communication Services,Media & Entertainment,
-,TKR,TKR US Equity,TIMKEN CO,"4,191,234,304","3,537,100,032",14.36,Industrials,Capital Goods,
-,TMHC,TMHC US Equity,TAYLOR MORRISON,"3,165,850,368","5,443,924,992",6.49,Consumer Discretionary,Consumer Durables & Apparel,
-,HCHC,HCHC US Equity,HC2 HOLDINGS INC,"129,176,664","1,795,900,000",-6.03,Industrials,Capital Goods,
-,ZUO,ZUO US Equity,ZUORA INC -CL A,"1,351,394,048","285,846,000",-23.96,Information Technology,Software & Services,
-,CLW,CLW US Equity,CLEARWATER,"623,596,736","1,839,088,000",10.03,Materials,Materials,
-,DMRC,DMRC US Equity,DIGIMARC CORP,"192,266,672","23,833,000",-116.02,Information Technology,Software & Services,
-,RST,RST US Equity,ROSETTA STONE IN,"674,305,600","188,523,000",-6.78,Information Technology,Software & Services,
TMO,TMO,TMO US Equity,THERMO FISHER,"164,632,444,928","26,248,000,512",20.11,Health Care,"Pharmaceuticals, Biotechnology & Life Sciences",
-,HCI,HCI US Equity,HCI GROUP INC,"471,090,880","259,307,000",18.39,Financials,Insurance,
-,MHH,MHH US Equity,MASTECH DIGITAL,"286,061,760","197,911,000",7.60,Industrials,Commercial & Professional Services,
-,PRLB,PRLB US Equity,PROTO LABS INC,"3,494,285,824","451,027,000",13.47,Industrials,Capital Goods,
-,MRC,MRC US Equity,MRC GLOBAL INC,"513,743,008","3,104,000,000",-48.01,Industrials,Capital Goods,
-,TMUS,TMUS US Equity,T-MOBILE US INC,"142,657,486,848","51,722,999,808",4.64,Communication Services,Telecommunication Services,
-,MYRG,MYRG US Equity,MYR GROUP INC/DE,"646,468,288","2,185,810,048",3.77,Industrials,Capital Goods,
-,IBIO,IBIO US Equity,IBIO INC,"343,298,624","1,313,000",-4233.33,Health Care,"Pharmaceuticals, Biotechnology & Life Sciences",
-,TNC,TNC US Equity,TENNANT CO,"1,332,436,224","1,041,600,000",10.70,Industrials,Capital Goods,
-,TNET,TNET US Equity,TRINET GROUP INC,"4,696,557,056","3,983,000,000",18.25,Industrials,Commercial & Professional Services,
-,TOL,TOL US Equity,TOLL BROTHERS,"4,968,627,200","7,025,194,112",5.97,Consumer Discretionary,Consumer Durables & Apparel,
-,NPTN,NPTN US Equity,NEOPHOTONICS COR,"384,131,904","396,320,000",6.41,Information Technology,Semiconductors & Semiconductor Equipment,
-,FF,FF US Equity,FUTUREFUEL CORP,"620,716,608","186,365,000",-2.40,Materials,Materials,
-,TPH,TPH US Equity,TRI POINTE GROUP,"2,266,366,720","3,249,999,040",10.04,Consumer Discretionary,Consumer Durables & Apparel,
-,IVR,IVR US Equity,INVESCO MORTGAGE,"578,434,304","-1,331,131,984",,Financials,Diversified Financials,
-,QNST,QNST US Equity,QUINSTREET INC,"697,203,200","490,339,000",-0.67,Communication Services,Media & Entertainment,
-,ADRO,ADRO US Equity,ADURO BIOTECH IN,"200,215,744","27,956,000",-304.99,Health Care,"Pharmaceuticals, Biotechnology & Life Sciences",
-,AMRS,AMRS US Equity,AMYRIS INC,"720,653,056","134,624,000",-135.18,Materials,Materials,
-,SB,SB US Equity,SAFE BULKERS INC,"127,653,000","197,956,000",-14.48,Industrials,Transportation,
-,TPIC,TPIC US Equity,TPI COMPOSITES I,"1,072,061,312","1,536,401,984",-3.55,Industrials,Capital Goods,
-,IOVA,IOVA US Equity,IOVANCE BIOTHERA,"4,138,485,248",0,,Health Care,"Pharmaceuticals, Biotechnology & Life Sciences",
TPR,TPR,TPR US Equity,TAPESTRY INC,"4,307,136,512","4,961,400,064",-39.17,Consumer Discretionary,Consumer Durables & Apparel,
-,MG,MG US Equity,MISTRAS GROUP IN,"133,034,352","655,083,000",-0.31,Industrials,Commercial & Professional Services,
-,FLDM,FLDM US Equity,FLUIDIGM CORP,"536,299,104","112,611,000",-52.67,Health Care,"Pharmaceuticals, Biotechnology & Life Sciences",
-,ERII,ERII US Equity,ENERGY RECOVERY,"463,830,080","106,405,000",48.79,Industrials,Capital Goods,
-,ZGNX,ZGNX US Equity,ZOGENIX INC,"1,372,888,576","4,860,000",-6925.58,Health Care,"Pharmaceuticals, Biotechnology & Life Sciences",
-,TPX,TPX US Equity,TEMPUR SEALY INT,"4,499,156,992","3,179,899,968",8.03,Consumer Discretionary,Consumer Durables & Apparel,
-,TR,TR US Equity,TOOTSIE ROLL IND,"2,224,241,152","502,586,000",0.61,Consumer Staples,"Food, Beverage & Tobacco",
-,AYTU,AYTU US Equity,AYTU BIOSCIENCE,"158,005,488","14,486,980",-58.77,Health Care,"Pharmaceuticals, Biotechnology & Life Sciences",
-,TREE,TREE US Equity,LENDINGTREE INC,"4,248,655,104","1,033,202,000",-4.09,Financials,Diversified Financials,
-,TREX,TREX US Equity,TREX CO INC,"8,071,687,168","780,366,016",28.73,Industrials,Capital Goods,
-,TRIP,TRIP US Equity,TRIPADVISOR INC,"3,093,478,400","1,100,000,000",-277.97,Communication Services,Media & Entertainment,
-,CPS,CPS US Equity,COOPER-STANDARD,"262,570,880","2,450,566,976",-45.37,Consumer Discretionary,Automobiles & Components,
-,TRMB,TRMB US Equity,TRIMBLE INC,"12,388,183,040","3,133,800,064",13.30,Information Technology,Technology Hardware & Equipment,
-,TRN,TRN US Equity,TRINITY INDUSTRI,"2,488,331,776","2,788,700,032",-60.35,Industrials,Capital Goods,
-,TROW,TROW US Equity,T ROWE PRICE GRP,"31,426,160,640","5,773,399,936",39.12,Financials,Diversified Financials,
-,IPI,IPI US Equity,INTREPID POTASH,"146,245,712","210,443,000",-17.67,Materials,Materials,
-,ARR,ARR US Equity,ARMOUR RESIDENTI,"630,724,224","-73,780,000",81.34,Financials,Diversified Financials,
-,NX,NX US Equity,QUANEX BUILDING,"539,588,608","862,901,984",4.74,Industrials,Capital Goods,
-,FLNT,FLNT US Equity,FLUENT INC,"170,179,232","295,006,000",2.46,Communication Services,Media & Entertainment,
-,CCXI,CCXI US Equity,CHEMOCENTRYX INC,"3,650,613,248","76,076,000",41.23,Health Care,"Pharmaceuticals, Biotechnology & Life Sciences",
-,TROX,TROX US Equity,TRONOX HOLDING-A,"1,349,084,416","2,761,000,000",8.48,Materials,Materials,
-,TRS,TRS US Equity,TRIMAS CORP,"1,192,195,456","790,090,000",-9.10,Industrials,Capital Goods,
-,TRTN,TRTN US Equity,TRITON INTERNATI,"2,297,799,424","1,385,948,000",42.62,Industrials,Capital Goods,
-,UIHC,UIHC US Equity,UNITED INSURANCE,"388,046,080","810,719,984",-7.61,Financials,Insurance,
-,TRU,TRU US Equity,TRANSUNION,"17,004,444,672","2,696,899,968",19.53,Industrials,Commercial & Professional Services,
-,TGH,TGH US Equity,TEXTAINER GROUP,"557,189,056","691,928,000",28.59,Industrials,Capital Goods,
-,AMC,AMC US Equity,AMC ENTERTAINMEN,"507,241,920","3,724,900,000",-2495.24,Communication Services,Media & Entertainment,
-,TRV,TRV US Equity,TRAVELERS COS IN,"30,094,303,232","31,384,999,936",0.00,Financials,Insurance,
-,SDGR,SDGR US Equity,SCHRODINGER INC,"4,233,594,624","85,543,000",-45.26,Health Care,Health Care Equipment & Services,
-,TSCO,TSCO US Equity,TRACTOR SUPPLY,"17,326,628,864","9,311,443,840",14.10,Consumer Discretionary,Retailing,
-,QLYS,QLYS US Equity,QUALYS INC,"3,961,934,848","342,428,000",28.72,Information Technology,Software & Services,
-,TSE,TSE US Equity,TRINSEO SA,"1,032,107,456","3,234,099,968",-8.95,Materials,Materials,
-,EVTC,EVTC US Equity,EVERTEC INC,"2,227,748,608","485,869,000",21.70,Information Technology,Software & Services,
-,OESX,OESX US Equity,ORION ENERGY SYS,"150,368,208","119,274,000",-18.92,Industrials,Capital Goods,
-,TITN,TITN US Equity,TITAN MACHINERY,"273,791,456","1,337,088,992",1.66,Industrials,Capital Goods,
-,TSLA,TSLA US Equity,TESLA INC,"289,747,763,200","25,707,999,744",5.42,Consumer Discretionary,Automobiles & Components,
-,AVLR,AVLR US Equity,AVALARA INC,"10,093,034,496","434,082,000",-8.63,Information Technology,Software & Services,
-,APEI,APEI US Equity,AMERICAN PUBLIC,"499,695,072","299,012,000",11.01,Consumer Discretionary,Consumer Services,
-,RILY,RILY US Equity,B. RILEY FINANCI,"686,970,112","611,562,000",49.29,Financials,Diversified Financials,
TSN,TSN,TSN US Equity,TYSON FOODS-A,"23,935,621,120","42,608,998,400",7.73,Consumer Staples,"Food, Beverage & Tobacco",
-,TT,TT US Equity,TRANE TECHNOLOGI,"28,770,369,536","14,275,300,096",13.49,Industrials,Capital Goods,
-,CDXS,CDXS US Equity,CODEXIS INC,"790,525,568","70,193,000",-40.80,Health Care,"Pharmaceuticals, Biotechnology & Life Sciences",
-,TTC,TTC US Equity,TORO CO,"8,033,748,992","3,269,973,056",13.54,Industrials,Capital Goods,
-,TTD,TTD US Equity,TRADE DESK INC-A,"21,505,228,800","680,162,016",-11.32,Information Technology,Software & Services,
-,HCCI,HCCI US Equity,HERITAGE-CRYSTAL,"375,578,912","430,436,000",-3.23,Industrials,Commercial & Professional Services,
-,TTEC,TTEC US Equity,TTEC HOLDINGS IN,"2,704,005,632","1,742,127,008",10.81,Information Technology,Software & Services,
-,PZN,PZN US Equity,PZENA INVES-CL A,"395,413,408","149,455,000",5.29,Financials,Diversified Financials,
-,TTEK,TTEK US Equity,TETRA TECH INC,"5,140,406,784","2,386,452,992",11.34,Industrials,Commercial & Professional Services,
-,ECHO,ECHO US Equity,ECHO GLOBAL LOGI,"719,525,760","2,158,886,048",0.54,Industrials,Transportation,
-,TTMI,TTMI US Equity,TTM TECHNOLOGIES,"1,311,652,352","2,504,014,016",4.03,Information Technology,Technology Hardware & Equipment,
-,TTWO,TTWO US Equity,TAKE-TWO INTERAC,"19,221,501,952","3,379,821,056",9.88,Communication Services,Media & Entertainment,
-,TW,TW US Equity,TRADEWEB MARKE-A,"12,373,786,624","845,002,000",26.23,Financials,Diversified Financials,
-,CDXC,CDXC US Equity,CHROMADEX CORP,"300,727,200","54,774,000",-24.12,Health Care,"Pharmaceuticals, Biotechnology & Life Sciences",
-,TWLO,TWLO US Equity,TWILIO INC - A,"35,852,296,192","1,392,006,976",-25.61,Information Technology,Software & Services,
-,TWNK,TWNK US Equity,HOSTESS BRANDS,"1,728,648,064","943,588,000",13.49,Consumer Staples,"Food, Beverage & Tobacco",
-,LL,LL US Equity,LUMBER LIQUIDATO,"629,572,416","1,035,472,016",2.61,Consumer Discretionary,Retailing,
-,CBMG,CBMG US Equity,CELLULAR BIOMEDI,"374,473,504","290,655",,Health Care,"Pharmaceuticals, Biotechnology & Life Sciences",
-,TWOU,TWOU US Equity,2U INC,"2,670,139,136","675,142,016",-26.86,Information Technology,Software & Services,
-,PRO,PRO US Equity,PROS HOLDINGS IN,"1,605,430,016","260,383,000",-23.75,Information Technology,Software & Services,
-,TIPT,TIPT US Equity,TIPTREE INC,"201,177,968","718,495,992",-66.94,Financials,Insurance,
-,TNAV,TNAV US Equity,TELENAV INC,"272,376,960","238,177,000",-28.23,Information Technology,Software & Services,
-,TWTR,TWTR US Equity,TWITTER INC,"29,613,129,728","3,322,132,992",-40.08,Communication Services,Media & Entertainment,
-,BEAT,BEAT US Equity,BIOTELEMETRY INC,"1,506,554,752","435,465,000",6.09,Health Care,Health Care Equipment & Services,
TXN,TXN,TXN US Equity,TEXAS INSTRUMENT,"126,986,444,800","13,689,000,192",37.91,Information Technology,Semiconductors & Semiconductor Equipment,
TXRH,TXRH,TXRH US Equity,TEXAS ROADHOUS,"4,258,627,584","2,504,676,064",-9.93,Consumer Discretionary,Consumer Services,
-,ALBO,ALBO US Equity,ALBIREO PHARMA I,"366,972,608","11,277,000",-952.67,Health Care,"Pharmaceuticals, Biotechnology & Life Sciences",
-,CAI,CAI US Equity,CAI INTERNATIONA,"380,905,952","391,737,000",45.65,Industrials,Capital Goods,
-,TXT,TXT US Equity,TEXTRON INC,"8,708,674,560","12,543,000,064",-0.73,Industrials,Capital Goods,
-,TYL,TYL US Equity,TYLER TECHNOLOG,"13,229,562,880","1,111,868,992",15.25,Information Technology,Software & Services,
-,HROW,HROW US Equity,HARROW HEALTH IN,"162,105,920","45,236,000",-39.83,Health Care,"Pharmaceuticals, Biotechnology & Life Sciences",
-,GLRE,GLRE US Equity,GREENLIGHT CAP-A,"269,431,360","435,454,000",1.31,Financials,Insurance,
-,GLUU,GLUU US Equity,GLU MOBILE INC,"1,295,069,440","460,546,000",-11.39,Communication Services,Media & Entertainment,
