from_name,from_entity_type,to_name,to_entity_type,from_id,to_id
Oil and Gas Operations Support Activities,RBICS_IG,Support Activities for Oil and Gas Operations,RBICS_IG,25102020,251020
Infrastructure Construction/Contracting Services,RBICS_IG,Facilities and Construction Services,RBICS_IG,40152510,401525
Furniture and Home Furnishings Stores,RBICS_IG,Home Improvement Retail,RBICS_IG,20252015,202520
Information Technology Consulting,RBICS_IG,Technology Consulting Services,RBICS_IG,55202020,552020
Aerospace Equipment,RBICS_IG,Aerospace and Defense Manufacturing,RBICS_IG,40101010,401010
Commercial and Industrial Electric Products,RBICS_IG,Electrical Equipment and Power Systems,RBICS_IG,40101510,401015
Electronic Security Equipment,RBICS_IG,Commercial Electronics,RBICS_IG,55151015,551510
Specialized Medical Devices,RBICS_IG,Other Medical Devices,RBICS_IG,35202015,352020
Industrial Machine Parts and Support Equipment,RBICS_IG,Machinery Manufacturing,RBICS_IG,40102020,401020
Tools and Outdoor Care Equipment,RBICS_IG,Machinery Manufacturing,RBICS_IG,40102035,401020
Drug Delivery Devices,RBICS_IG,Diagnostics and Drug Delivery Devices,RBICS_IG,35201015,352010
Plastic Packaging Products,RBICS_IG,Containers and Packaging,RBICS_IG,45201525,452015
System-Specific General Medical Devices,RBICS_IG,General Medical Devices,RBICS_IG,35201510,352015
Grocery Stores,RBICS_IG,Food and Beverage Retail,RBICS_IG,50101020,501010
Home and Office Software,RBICS_IG,Software,RBICS_IG,55201525,552015
Consumer Finance Services,RBICS_IG,Specialty Finance,RBICS_IG,30301015,303010
Outsourced Drug Services,RBICS_IG,Miscellaneous Healthcare,RBICS_IG,35152020,351520
Consulting/Business Process Outsourcing Services,RBICS_IG,Other Professional Services,RBICS_IG,10101515,101015
Internet Support Services,RBICS_IG,Internet and Data Services,RBICS_IG,55201025,552010
Administrative Services,RBICS_IG,Other Professional Services,RBICS_IG,10101510,101015
Commercial Transportation Equipment Manufacturing,RBICS_IG,Transportation Equipment Manufacturing,RBICS_IG,40102510,401025
Materials Distributors,RBICS_IG,Diversified Industrials Distribution,RBICS_IG,40152015,401520
Building Materials Distribution,RBICS_IG,Diversified Industrials Distribution,RBICS_IG,40152025,401520
Agricultural Support Activity Providers,RBICS_IG,Agriculture,RBICS_IG,50151025,501510
General Food and Beverage Production,RBICS_IG,Food and Beverage Production,RBICS_IG,50151520,501515
Asia/Pacific Banks,RBICS_IG,International Banks,RBICS_IG,30101015,301010
Asia/Pacific Wholesale Power,RBICS_IG,Energy Utilities,RBICS_IG,65101045,651010
General Waste Collection,RBICS_IG,Waste Management Services,RBICS_IG,10102510,101025
Environmental Services,RBICS_IG,Waste Management Services,RBICS_IG,10102530,101025
Factory Automation Equipment,RBICS_IG,Machinery Manufacturing,RBICS_IG,40102015,401020
Equipment and Supplies Distributors,RBICS_IG,Diversified Industrials Distribution,RBICS_IG,40152010,401520
Personal Services,RBICS_IG,Personal Professional Services,RBICS_IG,50251015,502510
Paper Packaging Products,RBICS_IG,Containers and Packaging,RBICS_IG,45201520,452015
Paper and Paper Products,RBICS_IG,Forestry and Paper Products,RBICS_IG,45201020,452010
Infrastructure and Network Consulting Services,RBICS_IG,Technology Consulting Services,RBICS_IG,55202025,552020
Accessories Retail,RBICS_IG,Apparel and Accessories Retail,RBICS_IG,20251010,202510
Hair Care Products,RBICS_IG,Personal Care and Cleaning Products,RBICS_IG,50202030,502020
Apparel Retail,RBICS_IG,Apparel and Accessories Retail,RBICS_IG,20251020,202510
Healthcare Administrative Support Services,RBICS_IG,Healthcare Support Services,RBICS_IG,35151015,351510
Other Leisure Goods,RBICS_IG,Leisure Goods Products,RBICS_IG,20101510,201015
Precious Metal Mining,RBICS_IG,Metal Ore Mining,RBICS_IG,45152520,451525
Oncology Biopharmaceuticals,RBICS_IG,Non-System-Specific Biopharmaceuticals,RBICS_IG,35101015,351010
United States Savings Institutions,RBICS_IG,United States Banks,RBICS_IG,30102015,301020
Petroleum Refineries,RBICS_IG,Downstream Energy,RBICS_IG,25151015,251510
Heavy Building Material and Aggregate Products,RBICS_IG,Construction Materials,RBICS_IG,45153520,451535
Petroleum Liquid Pipeline and Storage,RBICS_IG,Midstream Energy,RBICS_IG,25151520,251515
Software Distributors,RBICS_IG,Information Technology Distribution,RBICS_IG,55153020,551530
Air Passenger Transportation,RBICS_IG,Passenger Transportation,RBICS_IG,40153010,401530
Small Appliances and Accessories Manufacturing,RBICS_IG,Household Appliances and Tools,RBICS_IG,50201015,502010
Ambulatory and Outpatient Diagnostic Patient Care,RBICS_IG,Patient Care,RBICS_IG,35151515,351515
Contract Electronic Manufacturing,RBICS_IG,Manufacturing Equipment and Services,RBICS_IG,55101510,551015
Interconnect Fabrication,RBICS_IG,Manufacturing Equipment and Services,RBICS_IG,55101520,551015
Entertainment Retail,RBICS_IG,Electronics and Entertainment Retail,RBICS_IG,20251515,202515
Other Passenger Transportation,RBICS_IG,Passenger Transportation,RBICS_IG,40153015,401530
Motor Vehicles and Parts Sales and Rental,RBICS_IG,Auto Retail,RBICS_IG,20151020,201510
Motor Vehicle Sales,RBICS_IG,Auto Retail,RBICS_IG,20151015,201510
Diversified Biopharmaceuticals,RBICS_IG,Other Biopharmaceuticals,RBICS_IG,35101540,351015
Infectious Disease Biopharmaceuticals,RBICS_IG,Non-System-Specific Biopharmaceuticals,RBICS_IG,35101010,351010
Design and Engineering Software,RBICS_IG,Software,RBICS_IG,55201510,552015
Crop Production,RBICS_IG,Agriculture,RBICS_IG,50151015,501510
Games Software,RBICS_IG,Software,RBICS_IG,55201520,552015
Electronics Retail,RBICS_IG,Electronics and Entertainment Retail,RBICS_IG,20251510,202515
"Europe, Middle East and Africa Banks",RBICS_IG,International Banks,RBICS_IG,30101020,301010
Optoelectronics Electronic Components,RBICS_IG,Electronic Components,RBICS_IG,55101020,551010
Pain Management Biopharmaceuticals,RBICS_IG,Other Biopharmaceuticals,RBICS_IG,35101515,351015
Veterinary Products and Services,RBICS_IG,Miscellaneous Healthcare,RBICS_IG,35152030,351520
Interconnect Electronic Components,RBICS_IG,Electronic Components,RBICS_IG,55101010,551010
Computer Peripherals,RBICS_IG,Computer Hardware and Storage,RBICS_IG,55152010,551520
Metal Parts and Component Manufacturing,RBICS_IG,Metal Products,RBICS_IG,45151010,451510
Building Materials and Garden Supply Stores,RBICS_IG,Home Improvement Retail,RBICS_IG,20252010,202520
Pan-Americas Mixed Telecommunications Services,RBICS_IG,Other Telecommunications Services,RBICS_IG,60101050,601010
Automotive Services,RBICS_IG,Auto Retail,RBICS_IG,20151010,201510
IT Infrastructure Software,RBICS_IG,Software,RBICS_IG,55201535,552015
Consumer Data and Services,RBICS_IG,Internet and Data Services,RBICS_IG,55201010,552010
Multi-Delivery-Type Patient Care,RBICS_IG,Patient Care,RBICS_IG,35151525,351515
Professional Data and Services,RBICS_IG,Internet and Data Services,RBICS_IG,55201030,552010
Sporting and Athletic Goods,RBICS_IG,Leisure Goods Products,RBICS_IG,20101520,201015
Nutritional Health Pharmaceuticals,RBICS_IG,Miscellaneous Healthcare,RBICS_IG,35152010,351520
General Personal Care and Cleaning Products Makers,RBICS_IG,Personal Care and Cleaning Products,RBICS_IG,50202025,502020
Apparel and Footwear Production,RBICS_IG,Apparel and Accessory Products,RBICS_IG,20101015,201010
Electric Vehicle Charging Stations,RBICS_IG,Other Retail,RBICS_IG,20151535,201515
Educational Services,RBICS_IG,Personal Professional Services,RBICS_IG,50251010,502510
Diversified Industrial Distribution,RBICS_IG,Diversified Industrials Distribution,RBICS_IG,40152020,401520
Clinical Diagnostics Devices,RBICS_IG,Diagnostics and Drug Delivery Devices,RBICS_IG,35201010,352010
Scientific Products,RBICS_IG,Miscellaneous Healthcare,RBICS_IG,35152025,351520
Manufactured Building Makers,RBICS_IG,Home Builders and Manufactured Buildings,RBICS_IG,20152020,201520
Architectural and Infrastructure Component Makers,RBICS_IG,Construction Materials,RBICS_IG,45153510,451535
Other Ambulatory and Outpatient Patient Care,RBICS_IG,Patient Care,RBICS_IG,35151530,351515
Pharmacies and Drug Retailers,RBICS_IG,Health and Personal Care Retail,RBICS_IG,50102015,501020
Other Outsourced Biomedical Services,RBICS_IG,Miscellaneous Healthcare,RBICS_IG,35152015,351520
United States Internet Banks,RBICS_IG,United States Banks,RBICS_IG,30102025,301020
Other Healthcare Support Services,RBICS_IG,Healthcare Support Services,RBICS_IG,35151025,351510
Natural Gas Pipeline and Storage Services,RBICS_IG,Midstream Energy,RBICS_IG,25151510,251515
Agrochemical Products,RBICS_IG,Specialty and Performance Chemicals,RBICS_IG,45102020,451020
Additives Manufacturing,RBICS_IG,Specialty and Performance Chemicals,RBICS_IG,45102010,451020
Department Stores,RBICS_IG,General Merchandise Retail,RBICS_IG,50101510,501015
Wireline Services,RBICS_IG,Wireless and Wireline Telecommunications Services,RBICS_IG,60101515,601015
Other United States Telecommunications Services,RBICS_IG,Other Telecommunications Services,RBICS_IG,60101025,601010
Oil and Gas Field Support Activities,RBICS_IG,Support Activities for Oil and Gas Operations,RBICS_IG,25102015,251020
Other International Wholesale Power,RBICS_IG,Energy Utilities,RBICS_IG,65101050,651010
Other International Coal Mining,RBICS_IG,Coal and Uranium Mining,RBICS_IG,25101020,251010
Discount Stores,RBICS_IG,General Merchandise Retail,RBICS_IG,50101515,501015
Neurology Biopharmaceuticals,RBICS_IG,System-Specific Biopharmaceuticals,RBICS_IG,35102045,351020
Facilities and Other Support Services,RBICS_IG,Business Support Services,RBICS_IG,10102010,101020
Food Production,RBICS_IG,Food and Beverage Production,RBICS_IG,50151515,501515
Contract Research Organizations,RBICS_IG,Outsourced Development and Manufacturing Services,RBICS_IG,35152515,351525
Data Storage Hardware,RBICS_IG,Computer Hardware and Storage,RBICS_IG,55152020,551520
Health Plan Providers,RBICS_IG,Healthcare Support Services,RBICS_IG,35151010,351510
Diversified Healthcare Services,RBICS_IG,Miscellaneous Healthcare,RBICS_IG,35152035,351520
Other Health and Personal Care Retail,RBICS_IG,Health and Personal Care Retail,RBICS_IG,50102010,501020
Construction Wood Products,RBICS_IG,Forestry and Paper Products,RBICS_IG,45201010,452010
Long-Term Care Facilities,RBICS_IG,Patient Care,RBICS_IG,35151520,351515
Hazardous Materials Disposal,RBICS_IG,Waste Management Services,RBICS_IG,10102515,101025
Electric Utilities,RBICS_IG,Energy Utilities,RBICS_IG,65101010,651010
Semiconductor Manufacturing Services,RBICS_IG,Semiconductor Equipment and Services,RBICS_IG,55103015,551030
United States Satellite Services,RBICS_IG,Other Telecommunications Services,RBICS_IG,60101045,601010
Telecommunications Industry Software and Services,RBICS_IG,Other Telecommunications Services,RBICS_IG,60101040,601010
Telecommunications Industry Software,RBICS_IG,Other Telecommunications Services,RBICS_IG,60101035,601010
Automotive and Marine Electronics Manufacturing,RBICS_IG,Consumer Electronics,RBICS_IG,55152515,551525
Cardiovascular System Biopharmaceuticals,RBICS_IG,System-Specific Biopharmaceuticals,RBICS_IG,35102010,351020
Allergies Biopharmaceuticals,RBICS_IG,Other Biopharmaceuticals,RBICS_IG,35101510,351015
Musculoskeletal System Biopharmaceuticals,RBICS_IG,System-Specific Biopharmaceuticals,RBICS_IG,35102040,351020
Dermatology Biopharmaceuticals,RBICS_IG,System-Specific Biopharmaceuticals,RBICS_IG,35102015,351020
Obstetrics and Gynecology Biopharmaceuticals,RBICS_IG,System-Specific Biopharmaceuticals,RBICS_IG,35102050,351020
Endocrinology and Metabolism Biopharmaceuticals,RBICS_IG,System-Specific Biopharmaceuticals,RBICS_IG,35102025,351020
Immunology Biopharmaceuticals,RBICS_IG,System-Specific Biopharmaceuticals,RBICS_IG,35102035,351020
Respiratory System Biopharmaceuticals,RBICS_IG,System-Specific Biopharmaceuticals,RBICS_IG,35102060,351020
Urology Biopharmaceuticals,RBICS_IG,System-Specific Biopharmaceuticals,RBICS_IG,35102065,351020
Other Fossil Fuel Exploration and Production,RBICS_IG,Fossil Fuel Exploration and Production,RBICS_IG,25101520,251015
Digestive System Biopharmaceuticals,RBICS_IG,System-Specific Biopharmaceuticals,RBICS_IG,35102020,351020
Metal Packaging Products,RBICS_IG,Containers and Packaging,RBICS_IG,45201510,452015
"Air, Liquid and Gas Control Equipment",RBICS_IG,Machinery Manufacturing,RBICS_IG,40102010,401020
"Adhesive, Sealant, Coating and Paint Products",RBICS_IG,Specialty and Performance Chemicals,RBICS_IG,45102015,451020
Diversified Materials,RBICS_IG,Other Materials,RBICS_IG,45202015,452020
Beverage and Specialty Foods Stores,RBICS_IG,Food and Beverage Retail,RBICS_IG,50101010,501010
Diversified Medical Devices and Instruments,RBICS_IG,General Medical Devices,RBICS_IG,35201515,352015
Ophthalmology Biopharmaceuticals,RBICS_IG,System-Specific Biopharmaceuticals,RBICS_IG,35102055,351020
Other Machinery Manufacturing,RBICS_IG,Machinery Manufacturing,RBICS_IG,40102030,401020
Retail Industry Software,RBICS_IG,Other Retail,RBICS_IG,20151530,201515
Auction Houses and Authentication Services,RBICS_IG,Other Retail,RBICS_IG,20151510,201515
Other Electric and Natural Gas Utilities,RBICS_IG,Energy Utilities,RBICS_IG,65101020,651010
Consumer Video Electronics Equipment,RBICS_IG,Consumer Electronics,RBICS_IG,55152525,551525
Analog and Mixed Signal Semiconductors,RBICS_IG,Semiconductor Manufacturing,RBICS_IG,55102010,551020
Module and Subassembly Components,RBICS_IG,Electronic Components,RBICS_IG,55101015,551010
Healthcare Distributors,RBICS_IG,Healthcare Support Services,RBICS_IG,35151020,351510
Express Couriers,RBICS_IG,Delivery and Logistics Services,RBICS_IG,40151510,401515
Home Builders,RBICS_IG,Home Builders and Manufactured Buildings,RBICS_IG,20152015,201520
Mixed Apparel and Accessories Retail,RBICS_IG,Apparel and Accessories Retail,RBICS_IG,20251015,202510
Primary Metals Products,RBICS_IG,Metal Products,RBICS_IG,45151020,451510
General Enterprise and Technology Consulting,RBICS_IG,Technology Consulting Services,RBICS_IG,55202010,552020
Other Waste Services,RBICS_IG,Waste Management Services,RBICS_IG,10102520,101025
Natural Gas Utilities,RBICS_IG,Energy Utilities,RBICS_IG,65101015,651010
Acute Care and Institutional Patient Care,RBICS_IG,Patient Care,RBICS_IG,35151510,351515
Electronic Cigarette Manufacturing,RBICS_IG,Tobacco Production,RBICS_IG,50152025,501520
Nonmetallic Minerals Products,RBICS_IG,Minerals,RBICS_IG,45151510,451515
Other Commodity Chemical Manufacturing,RBICS_IG,Commodity Chemicals,RBICS_IG,45101015,451010
United States Wholesale Power,RBICS_IG,Energy Utilities,RBICS_IG,65101035,651010
Specialized Semiconductors,RBICS_IG,Semiconductor Manufacturing,RBICS_IG,55102040,551020
Gasoline Stations,RBICS_IG,Other Retail,RBICS_IG,20151515,201515
Skin Care Products,RBICS_IG,Personal Care and Cleaning Products,RBICS_IG,50202045,502020
Textile Products,RBICS_IG,Other Materials,RBICS_IG,45202010,452020
Pet and Pet Supply Retail,RBICS_IG,Other Retail,RBICS_IG,20151525,201515
Footwear Retail,RBICS_IG,Apparel and Accessories Retail,RBICS_IG,20251025,202510
Natural Resource and Construction Machinery Makers,RBICS_IG,Machinery Manufacturing,RBICS_IG,40102025,401020
Multi-Product Mining,RBICS_IG,Other Mining,RBICS_IG,45153010,451530
Power Generation and Support Products,RBICS_IG,Electrical Equipment and Power Systems,RBICS_IG,40101520,401015
Cosmetics Products,RBICS_IG,Personal Care and Cleaning Products,RBICS_IG,50202015,502020
Semiconductor Manufacturing Capital Equipment,RBICS_IG,Semiconductor Equipment and Services,RBICS_IG,55103010,551030
Other IT Distributors,RBICS_IG,Information Technology Distribution,RBICS_IG,55153015,551530
Mixed International Telecommunications Services,RBICS_IG,Other Telecommunications Services,RBICS_IG,60101010,601010
Wireless Services,RBICS_IG,Wireless and Wireline Telecommunications Services,RBICS_IG,60101510,601015
Medical Supplies,RBICS_IG,Other Medical Devices,RBICS_IG,35202010,352020
Plastic Products Manufacturing,RBICS_IG,Plastic and Rubber Products,RBICS_IG,45102515,451025
General Tobacco Manufacturing,RBICS_IG,Tobacco Production,RBICS_IG,50152015,501520
Animal Production,RBICS_IG,Agriculture,RBICS_IG,50151010,501510
Household Cleaning Products,RBICS_IG,Personal Care and Cleaning Products,RBICS_IG,50202035,502020
Wearable Technology,RBICS_IG,Consumer Electronics,RBICS_IG,55152550,551525
Warehouse Clubs and Superstores,RBICS_IG,General Merchandise Retail,RBICS_IG,50101530,501015
Commerce Equipment,RBICS_IG,Commercial Electronics,RBICS_IG,55151010,551510
Other Containers and Packaging Products,RBICS_IG,Containers and Packaging,RBICS_IG,45201515,452015
Retail Distributors,RBICS_IG,Food and Beverage Retail,RBICS_IG,50101025,501010
Discrete Semiconductors,RBICS_IG,Semiconductor Manufacturing,RBICS_IG,55102015,551020
Pan-Asia/Pacific Mixed Telecommunications Services,RBICS_IG,Other Telecommunications Services,RBICS_IG,60101055,601010
Printing Services,RBICS_IG,Marketing and Printing Services,RBICS_IG,10101015,101010
Office Supplies and Stationery Retail,RBICS_IG,Other Retail,RBICS_IG,20151520,201515
Industry-Specific Software,RBICS_IG,Software,RBICS_IG,55201530,552015
Other Electrical Equipment/Power Systems Makers,RBICS_IG,Electrical Equipment and Power Systems,RBICS_IG,40101515,401015
Defense Manufacturing,RBICS_IG,Aerospace and Defense Manufacturing,RBICS_IG,40101015,401010
